0,IPS,13,1,mz_333_1.mid,0
1,N,19,109,107,0
1,N,19,110,108,0
1,N,19,111,109,0
1,N,19,112,110,0
1,N,19,113,111,0
1,N,19,114,112,0
1,N,19,115,113,0
1,N,19,116,114,0
1,N,19,117,115,0
1,N,19,118,116,0
1,N,19,119,117,0
1,N,19,120,118,0
1,N,19,121,119,0
1,N,19,122,120,0
1,N,19,123,121,0
1,N,19,124,122,0
1,N,19,125,123,0
1,N,19,126,124,0
1,N,19,127,125,0
1,N,19,128,126,0
1,N,19,129,127,0
1,N,20,1,-1,1
1,N,20,2,0,0
1,N,20,3,1,0
1,N,20,4,2,0
1,N,20,5,3,0
1,N,20,6,4,0
1,N,20,7,5,0
1,N,20,8,6,0
1,N,20,9,7,0
1,N,20,10,8,0
1,N,20,11,9,0
1,N,20,12,10,0
1,N,20,13,11,0
1,N,20,14,12,0
1,N,20,15,13,0
1,N,20,16,14,0
1,N,20,17,15,0
1,N,20,18,16,0
1,N,20,19,17,0
1,N,20,20,18,0
1,N,20,21,19,0
1,N,20,22,20,0
1,N,20,23,21,0
1,N,20,24,22,0
1,N,20,25,23,0
1,N,20,26,24,0
1,N,20,27,25,0
1,N,20,28,26,0
1,N,20,29,27,0
1,N,20,30,28,0
1,N,20,31,29,0
1,N,20,32,30,0
1,N,20,33,31,0
1,N,20,34,32,0
1,N,20,35,33,0
1,N,20,36,34,0
1,N,20,37,35,0
1,N,20,38,36,0
1,N,20,39,37,0
1,N,20,40,38,0
1,N,20,41,39,0
1,N,20,42,40,0
1,N,20,43,41,0
1,N,20,44,42,0
1,N,20,45,43,0
1,N,20,46,44,0
1,N,20,47,45,0
1,N,20,48,46,0
1,N,20,49,47,0
1,N,20,50,48,0
1,N,20,51,49,0
1,N,20,52,50,0
1,N,20,53,51,0
1,N,20,54,52,0
1,N,20,55,53,0
1,N,20,56,54,0
1,N,20,57,55,0
1,N,20,58,56,0
1,N,20,59,57,0
1,N,20,60,58,0
1,N,20,61,59,0
1,N,20,62,60,0
1,N,20,63,61,0
1,N,20,64,62,0
1,N,20,65,63,0
1,N,20,66,64,1
1,N,20,67,65,0
1,N,20,68,66,0
1,N,20,69,67,1
1,N,20,70,68,0
1,N,20,71,69,1
1,N,20,72,70,1
1,N,20,73,71,0
1,N,20,74,72,1
1,N,20,75,73,1
1,N,20,76,74,0
1,N,20,77,75,0
1,N,20,78,76,1
1,N,20,79,77,1
1,N,20,80,78,1
1,N,20,81,79,1
1,N,20,82,80,1
1,N,20,83,81,0
1,N,20,84,82,0
1,N,20,85,83,0
1,N,20,86,84,0
1,N,20,87,85,0
1,N,20,88,86,0
1,N,20,89,87,0
1,N,20,90,88,0
1,N,20,91,89,0
1,N,20,92,90,0
1,N,20,93,91,0
1,N,20,94,92,0
1,N,20,95,93,0
1,N,20,96,94,0
1,N,20,97,95,0
1,N,20,98,96,0
1,N,20,99,97,0
1,N,20,100,98,0
1,N,20,101,99,0
1,N,20,102,100,0
1,N,20,103,101,0
1,N,20,104,102,0
1,N,20,105,103,0
1,N,20,106,104,0
1,N,20,107,105,0
1,N,20,108,106,0
1,N,20,109,107,0
1,N,20,110,108,0
1,N,20,111,109,0
1,N,20,112,110,0
1,N,20,113,111,0
1,N,20,114,112,0
1,N,20,115,113,0
1,N,20,116,114,0
1,N,20,117,115,0
1,N,20,118,116,0
1,N,20,119,117,0
1,N,20,120,118,0
1,N,20,121,119,0
1,N,20,122,120,0
1,N,20,123,121,0
1,N,20,124,122,0
1,N,20,125,123,0
1,N,20,126,124,0
1,N,20,127,125,0
1,N,20,128,126,0
1,N,20,129,127,0
1,N,21,1,-1,0
1,N,21,2,0,0
1,N,21,3,1,0
1,N,21,4,2,0
1,N,21,5,3,0
1,N,21,6,4,0
1,N,21,7,5,0
1,N,21,8,6,0
1,N,21,9,7,0
1,N,21,10,8,0
1,N,21,11,9,0
1,N,21,12,10,0
1,N,21,13,11,0
1,N,21,14,12,0
1,N,21,15,13,0
1,N,21,16,14,0
1,N,21,17,15,0
1,N,21,18,16,0
1,N,21,19,17,0
1,N,21,20,18,0
1,N,21,21,19,0
1,N,21,22,20,0
1,N,21,23,21,0
1,N,21,24,22,0
1,N,21,25,23,0
1,N,21,26,24,0
1,N,21,27,25,0
1,N,21,28,26,0
1,N,21,29,27,0
1,N,21,30,28,0
1,N,21,31,29,0
1,N,21,32,30,0
1,N,21,33,31,0
1,N,21,34,32,0
1,N,21,35,33,0
1,N,21,36,34,0
1,N,21,37,35,0
1,N,21,38,36,0
1,N,21,39,37,0
1,N,21,40,38,0
1,N,21,41,39,0
1,N,21,42,40,0
1,N,21,43,41,0
1,N,21,44,42,0
1,N,21,45,43,0
1,N,21,46,44,0
1,N,21,47,45,0
1,N,21,48,46,0
1,N,21,49,47,0
1,N,21,50,48,0
1,N,21,51,49,0
1,N,21,52,50,0
1,N,21,53,51,0
1,N,21,54,52,0
1,N,21,55,53,0
1,N,21,56,54,0
1,N,21,57,55,0
1,N,21,58,56,0
1,N,21,59,57,0
1,N,21,60,58,0
1,N,21,61,59,0
1,N,21,62,60,0
1,N,21,63,61,0
1,N,21,64,62,1
1,N,21,65,63,0
1,N,21,66,64,0
1,N,21,67,65,0
1,N,21,68,66,0
1,N,21,69,67,1
1,N,21,70,68,0
1,N,21,71,69,1
1,N,21,72,70,1
1,N,21,73,71,1
1,N,21,74,72,1
1,N,21,75,73,1
1,N,21,76,74,1
1,N,21,77,75,1
1,N,21,78,76,1
1,N,21,79,77,1
1,N,21,80,78,0
1,N,21,81,79,0
1,N,21,82,80,0
1,N,21,83,81,1
1,N,21,84,82,0
1,N,21,85,83,0
1,N,21,86,84,0
1,N,21,87,85,0
1,N,21,88,86,0
1,N,21,89,87,0
1,N,21,90,88,0
1,N,21,91,89,0
1,N,21,92,90,0
1,N,21,93,91,0
1,N,21,94,92,0
1,N,21,95,93,0
1,N,21,96,94,0
1,N,21,97,95,0
1,N,21,98,96,0
1,N,21,99,97,0
1,N,21,100,98,0
1,N,21,101,99,0
1,N,21,102,100,0
1,N,21,103,101,0
1,N,21,104,102,0
1,N,21,105,103,0
1,N,21,106,104,0
1,N,21,107,105,0
1,N,21,108,106,0
1,N,21,109,107,0
1,N,21,110,108,0
1,N,21,111,109,0
1,N,21,112,110,0
1,N,21,113,111,0
1,N,21,114,112,0
1,N,21,115,113,0
1,N,21,116,114,0
1,N,21,117,115,0
1,N,21,118,116,0
1,N,21,119,117,0
1,N,21,120,118,0
1,N,21,121,119,0
1,N,21,122,120,0
1,N,21,123,121,0
1,N,21,124,122,0
1,N,21,125,123,0
1,N,21,126,124,0
1,N,21,127,125,0
1,N,21,128,126,0
1,N,21,129,127,0
1,N,22,1,-1,1
1,N,22,2,0,0
1,N,22,3,1,0
1,N,22,4,2,0
1,N,22,5,3,0
1,N,22,6,4,0
1,N,22,7,5,0
1,N,22,8,6,0
1,N,22,9,7,0
1,N,22,10,8,0
1,N,22,11,9,0
1,N,22,12,10,0
1,N,22,13,11,0
1,N,22,14,12,0
1,N,22,15,13,0
1,N,22,16,14,0
1,N,22,17,15,0
1,N,22,18,16,0
1,N,22,19,17,0
1,N,22,20,18,0
1,N,22,21,19,0
1,N,22,22,20,0
1,N,22,23,21,0
1,N,22,24,22,0
1,N,22,25,23,0
1,N,22,26,24,0
1,N,22,27,25,0
1,N,22,28,26,0
1,N,22,29,27,0
1,N,22,30,28,0
1,N,22,31,29,0
1,N,22,32,30,0
1,N,22,33,31,0
1,N,22,34,32,0
1,N,22,35,33,0
1,N,22,36,34,0
1,N,22,37,35,0
1,N,22,38,36,0
1,N,22,39,37,0
1,N,22,40,38,0
1,N,22,41,39,0
1,N,22,42,40,0
1,N,22,43,41,0
1,N,22,44,42,0
1,N,22,45,43,0
1,N,22,46,44,0
1,N,22,47,45,0
1,N,22,48,46,0
1,N,22,49,47,0
1,N,22,50,48,0
1,N,22,51,49,0
1,N,22,52,50,0
1,N,22,53,51,0
1,N,22,54,52,0
1,N,22,55,53,0
1,N,22,56,54,0
1,N,22,57,55,0
1,N,22,58,56,0
1,N,22,59,57,0
1,N,22,60,58,0
1,N,22,61,59,0
1,N,22,62,60,0
1,N,22,63,61,0
1,N,22,64,62,0
1,N,22,65,63,0
1,N,22,66,64,1
1,N,22,67,65,0
1,N,22,68,66,0
1,N,22,69,67,0
1,N,22,70,68,0
1,N,22,71,69,1
1,N,22,72,70,1
1,N,22,73,71,1
1,N,22,74,72,1
1,N,22,75,73,0
1,N,22,76,74,1
1,N,22,77,75,1
1,N,22,78,76,0
1,N,22,79,77,0
1,N,22,80,78,1
1,N,22,81,79,1
1,N,22,82,80,0
1,N,22,83,81,0
1,N,22,84,82,0
1,N,22,85,83,1
1,N,22,86,84,0
1,N,22,87,85,0
1,N,22,88,86,0
1,N,22,89,87,0
1,N,22,90,88,0
1,N,22,91,89,0
1,N,22,92,90,0
1,N,22,93,91,0
1,N,22,94,92,0
1,N,22,95,93,0
1,N,22,96,94,0
1,N,22,97,95,0
1,N,22,98,96,0
1,N,22,99,97,0
1,N,22,100,98,0
1,N,22,101,99,0
1,N,22,102,100,0
1,N,22,103,101,0
1,N,22,104,102,0
1,N,22,105,103,0
1,N,22,106,104,0
1,N,22,107,105,0
1,N,22,108,106,0
1,N,22,109,107,0
1,N,22,110,108,0
1,N,22,111,109,0
1,N,22,112,110,0
1,N,22,113,111,0
1,N,22,114,112,0
1,N,22,115,113,0
1,N,22,116,114,0
1,N,22,117,115,0
1,N,22,118,116,0
1,N,22,119,117,0
1,N,22,120,118,0
1,N,22,121,119,0
1,N,22,122,120,0
1,N,22,123,121,0
1,N,22,124,122,0
1,N,22,125,123,0
1,N,22,126,124,0
1,N,22,127,125,0
1,N,22,128,126,0
1,N,22,129,127,0
1,N,23,1,-1,1
1,N,23,2,0,0
1,N,23,3,1,0
1,N,23,4,2,0
1,N,23,5,3,0
1,N,23,6,4,0
1,N,23,7,5,0
1,N,23,8,6,0
1,N,23,9,7,0
1,N,23,10,8,0
1,N,23,11,9,0
1,N,23,12,10,0
1,N,23,13,11,0
1,N,23,14,12,0
1,N,23,15,13,0
1,N,23,16,14,0
1,N,23,17,15,0
1,N,23,18,16,0
1,N,23,19,17,0
1,N,23,20,18,0
1,N,23,21,19,0
1,N,23,22,20,0
1,N,23,23,21,0
1,N,23,24,22,0
1,N,23,25,23,0
1,N,23,26,24,0
1,N,23,27,25,0
1,N,23,28,26,0
1,N,23,29,27,0
1,N,23,30,28,0
1,N,23,31,29,0
1,N,23,32,30,0
1,N,23,33,31,0
1,N,23,34,32,0
1,N,23,35,33,0
1,N,23,36,34,0
1,N,23,37,35,0
1,N,23,38,36,0
1,N,23,39,37,0
1,N,23,40,38,0
1,N,23,41,39,0
1,N,23,42,40,0
1,N,23,43,41,0
1,N,23,44,42,0
1,N,23,45,43,0
1,N,23,46,44,0
1,N,23,47,45,0
1,N,23,48,46,0
1,N,23,49,47,0
1,N,23,50,48,0
1,N,23,51,49,0
1,N,23,52,50,0
1,N,23,53,51,0
1,N,23,54,52,0
1,N,23,55,53,0
1,N,23,56,54,0
1,N,23,57,55,0
1,N,23,58,56,0
1,N,23,59,57,0
1,N,23,60,58,0
1,N,23,61,59,0
1,N,23,62,60,0
1,N,23,63,61,0
1,N,23,64,62,0
1,N,23,65,63,0
1,N,23,66,64,0
1,N,23,67,65,0
1,N,23,68,66,1
1,N,23,69,67,1
1,N,23,70,68,0
1,N,23,71,69,1
1,N,23,72,70,1
1,N,23,73,71,0
1,N,23,74,72,0
1,N,23,75,73,1
1,N,23,76,74,1
1,N,23,77,75,0
1,N,23,78,76,1
1,N,23,79,77,1
1,N,23,80,78,0
1,N,23,81,79,1
1,N,23,82,80,0
1,N,23,83,81,1
1,N,23,84,82,0
1,N,23,85,83,0
1,N,23,86,84,0
1,N,23,87,85,0
1,N,23,88,86,0
1,N,23,89,87,0
1,N,23,90,88,0
1,N,23,91,89,0
1,N,23,92,90,0
1,N,23,93,91,0
1,N,23,94,92,0
1,N,23,95,93,0
1,N,23,96,94,0
1,N,23,97,95,0
1,N,23,98,96,0
1,N,23,99,97,0
1,N,23,100,98,0
1,N,23,101,99,0
1,N,23,102,100,0
1,N,23,103,101,0
1,N,23,104,102,0
1,N,23,105,103,0
1,N,23,106,104,0
1,N,23,107,105,0
1,N,23,108,106,0
1,N,23,109,107,0
1,N,23,110,108,0
1,N,23,111,109,0
1,N,23,112,110,0
1,N,23,113,111,0
1,N,23,114,112,0
1,N,23,115,113,0
1,N,23,116,114,0
1,N,23,117,115,0
1,N,23,118,116,0
1,N,23,119,117,0
1,N,23,120,118,0
1,N,23,121,119,0
1,N,23,122,120,0
1,N,23,123,121,0
1,N,23,124,122,0
1,N,23,125,123,0
1,N,23,126,124,0
1,N,23,127,125,0
1,N,23,128,126,0
1,N,23,129,127,0
1,N,24,1,-1,1
1,N,24,2,0,0
1,N,24,3,1,0
1,N,24,4,2,0
1,N,24,5,3,0
1,N,24,6,4,0
1,N,24,7,5,0
1,N,24,8,6,0
1,N,24,9,7,0
1,N,24,10,8,0
1,N,24,11,9,0
1,N,24,12,10,0
1,N,24,13,11,0
1,N,24,14,12,0
1,N,24,15,13,0
1,N,24,16,14,0
1,N,24,17,15,0
1,N,24,18,16,0
1,N,24,19,17,0
1,N,24,20,18,0
1,N,24,21,19,0
1,N,24,22,20,0
1,N,24,23,21,0
1,N,24,24,22,0
1,N,24,25,23,0
1,N,24,26,24,0
1,N,24,27,25,0
1,N,24,28,26,0
1,N,24,29,27,0
1,N,24,30,28,0
1,N,24,31,29,0
1,N,24,32,30,0
1,N,24,33,31,0
1,N,24,34,32,0
1,N,24,35,33,0
1,N,24,36,34,0
1,N,24,37,35,0
1,N,24,38,36,0
1,N,24,39,37,0
1,N,24,40,38,0
1,N,24,41,39,0
1,N,24,42,40,0
1,N,24,43,41,0
1,N,24,44,42,0
1,N,24,45,43,0
1,N,24,46,44,0
1,N,24,47,45,0
1,N,24,48,46,0
1,N,24,49,47,0
1,N,24,50,48,0
1,N,24,51,49,0
1,N,24,52,50,0
1,N,24,53,51,0
1,N,24,54,52,0
1,N,24,55,53,0
1,N,24,56,54,0
1,N,24,57,55,0
1,N,24,58,56,0
1,N,24,59,57,0
1,N,24,60,58,0
1,N,24,61,59,0
1,N,24,62,60,0
1,N,24,63,61,0
1,N,24,64,62,0
1,N,24,65,63,0
1,N,24,66,64,0
1,N,24,67,65,0
1,N,24,68,66,0
1,N,24,69,67,0
1,N,24,70,68,0
1,N,24,71,69,0
1,N,24,72,70,1
1,N,24,73,71,1
1,N,24,74,72,1
1,N,24,75,73,0
1,N,24,76,74,1
1,N,24,77,75,0
1,N,24,78,76,1
1,N,24,79,77,1
1,N,24,80,78,0
1,N,24,81,79,1
1,N,24,82,80,1
1,N,24,83,81,1
1,N,24,84,82,0
1,N,24,85,83,0
1,N,24,86,84,0
1,N,24,87,85,0
1,N,24,88,86,0
1,N,24,89,87,0
1,N,24,90,88,0
1,N,24,91,89,0
1,N,24,92,90,0
1,N,24,93,91,0
1,N,24,94,92,0
1,N,24,95,93,0
1,N,24,96,94,0
1,N,24,97,95,0
1,N,24,98,96,0
1,N,24,99,97,0
1,N,24,100,98,0
1,N,24,101,99,0
1,N,24,102,100,0
1,N,24,103,101,0
1,N,24,104,102,0
1,N,24,105,103,0
1,N,24,106,104,0
1,N,24,107,105,0
1,N,24,108,106,0
1,N,24,109,107,0
1,N,24,110,108,0
1,N,24,111,109,0
1,N,24,112,110,0
1,N,24,113,111,0
1,N,24,114,112,0
1,N,24,115,113,0
1,N,24,116,114,0
1,N,24,117,115,0
1,N,24,118,116,0
1,N,24,119,117,0
1,N,24,120,118,0
1,N,24,121,119,0
1,N,24,122,120,0
1,N,24,123,121,0
1,N,24,124,122,0
1,N,24,125,123,0
1,N,24,126,124,0
1,N,24,127,125,0
1,N,24,128,126,0
1,N,24,129,127,0
1,N,25,1,-1,1
1,N,25,2,0,0
1,N,25,3,1,0
1,N,25,4,2,0
1,N,25,5,3,0
1,N,25,6,4,0
1,N,25,7,5,0
1,N,25,8,6,0
1,N,25,9,7,0
1,N,25,10,8,0
1,N,25,11,9,0
1,N,25,12,10,0
1,N,25,13,11,0
1,N,25,14,12,0
1,N,25,15,13,0
1,N,25,16,14,0
1,N,25,17,15,0
1,N,25,18,16,0
1,N,25,19,17,0
1,N,25,20,18,0
1,N,25,21,19,0
1,N,25,22,20,0
1,N,25,23,21,0
1,N,25,24,22,0
1,N,25,25,23,0
1,N,25,26,24,0
1,N,25,27,25,0
1,N,25,28,26,0
1,N,25,29,27,0
1,N,25,30,28,0
1,N,25,31,29,0
1,N,25,32,30,0
1,N,25,33,31,0
1,N,25,34,32,0
1,N,25,35,33,0
1,N,25,36,34,0
1,N,25,37,35,0
1,N,25,38,36,0
1,N,25,39,37,0
1,N,25,40,38,0
1,N,25,41,39,0
1,N,25,42,40,0
1,N,25,43,41,0
1,N,25,44,42,0
1,N,25,45,43,0
1,N,25,46,44,0
1,N,25,47,45,0
1,N,25,48,46,0
1,N,25,49,47,0
1,N,25,50,48,0
1,N,25,51,49,0
1,N,25,52,50,0
1,N,25,53,51,0
1,N,25,54,52,0
1,N,25,55,53,0
1,N,25,56,54,0
1,N,25,57,55,0
1,N,25,58,56,0
1,N,25,59,57,0
1,N,25,60,58,0
1,N,25,61,59,0
1,N,25,62,60,0
1,N,25,63,61,0
1,N,25,64,62,0
1,N,25,65,63,0
1,N,25,66,64,0
1,N,25,67,65,0
1,N,25,68,66,0
1,N,25,69,67,0
1,N,25,70,68,0
1,N,25,71,69,1
1,N,25,72,70,1
1,N,25,73,71,0
1,N,25,74,72,0
1,N,25,75,73,1
1,N,25,76,74,1
1,N,25,77,75,1
1,N,25,78,76,0
1,N,25,79,77,1
1,N,25,80,78,1
1,N,25,81,79,1
1,N,25,82,80,0
1,N,25,83,81,1
1,N,25,84,82,1
1,N,25,85,83,0
1,N,25,86,84,0
1,N,25,87,85,0
1,N,25,88,86,0
1,N,25,89,87,0
1,N,25,90,88,0
1,N,25,91,89,0
1,N,25,92,90,0
1,N,25,93,91,0
1,N,25,94,92,0
1,N,25,95,93,0
1,N,25,96,94,0
1,N,25,97,95,0
1,N,25,98,96,0
1,N,25,99,97,0
1,N,25,100,98,0
1,N,25,101,99,0
1,N,25,102,100,0
1,N,25,103,101,0
1,N,25,104,102,0
1,N,25,105,103,0
1,N,25,106,104,0
1,N,25,107,105,0
1,N,25,108,106,0
1,N,25,109,107,0
1,N,25,110,108,0
1,N,25,111,109,0
1,N,25,112,110,0
1,N,25,113,111,0
1,N,25,114,112,0
1,N,25,115,113,0
1,N,25,116,114,0
1,N,25,117,115,0
1,N,25,118,116,0
1,N,25,119,117,0
1,N,25,120,118,0
1,N,25,121,119,0
1,N,25,122,120,0
1,N,25,123,121,0
1,N,25,124,122,0
1,N,25,125,123,0
1,N,25,126,124,0
1,N,25,127,125,0
1,N,25,128,126,0
1,N,25,129,127,0
1,N,26,1,-1,1
1,N,26,2,0,0
1,N,26,3,1,0
1,N,26,4,2,0
1,N,26,5,3,0
1,N,26,6,4,0
1,N,26,7,5,0
1,N,26,8,6,0
1,N,26,9,7,0
1,N,26,10,8,0
1,N,26,11,9,0
1,N,26,12,10,0
1,N,26,13,11,0
1,N,26,14,12,0
1,N,26,15,13,0
1,N,26,16,14,0
1,N,26,17,15,0
1,N,26,18,16,0
1,N,26,19,17,0
1,N,26,20,18,0
1,N,26,21,19,0
1,N,26,22,20,0
1,N,26,23,21,0
1,N,26,24,22,0
1,N,26,25,23,0
1,N,26,26,24,0
1,N,26,27,25,0
1,N,26,28,26,0
1,N,26,29,27,0
1,N,26,30,28,0
1,N,26,31,29,0
1,N,26,32,30,0
1,N,26,33,31,0
1,N,26,34,32,0
1,N,26,35,33,0
1,N,26,36,34,0
1,N,26,37,35,0
1,N,26,38,36,0
1,N,26,39,37,0
1,N,26,40,38,0
1,N,26,41,39,0
1,N,26,42,40,0
1,N,26,43,41,0
1,N,26,44,42,0
1,N,26,45,43,0
1,N,26,46,44,0
1,N,26,47,45,0
1,N,26,48,46,0
1,N,26,49,47,0
1,N,26,50,48,0
1,N,26,51,49,0
1,N,26,52,50,0
1,N,26,53,51,0
1,N,26,54,52,0
1,N,26,55,53,0
1,N,26,56,54,0
1,N,26,57,55,0
1,N,26,58,56,0
1,N,26,59,57,0
1,N,26,60,58,0
1,N,26,61,59,0
1,N,26,62,60,0
1,N,26,63,61,0
1,N,26,64,62,0
1,N,26,65,63,0
1,N,26,66,64,0
1,N,26,67,65,0
1,N,26,68,66,0
1,N,26,69,67,0
1,N,26,70,68,1
1,N,26,71,69,0
1,N,26,72,70,1
1,N,26,73,71,0
1,N,26,74,72,0
1,N,26,75,73,0
1,N,26,76,74,1
1,N,26,77,75,0
1,N,26,78,76,0
1,N,26,79,77,0
1,N,26,80,78,0
1,N,26,81,79,1
1,N,26,82,80,0
1,N,26,83,81,0
1,N,26,84,82,0
1,N,26,85,83,0
1,N,26,86,84,1
1,N,26,87,85,0
1,N,26,88,86,0
1,N,26,89,87,0
1,N,26,90,88,0
1,N,26,91,89,0
1,N,26,92,90,0
1,N,26,93,91,0
1,N,26,94,92,0
1,N,26,95,93,0
1,N,26,96,94,0
1,N,26,97,95,0
1,N,26,98,96,0
1,N,26,99,97,0
1,N,26,100,98,0
1,N,26,101,99,0
1,N,26,102,100,0
1,N,26,103,101,0
1,N,26,104,102,0
1,N,26,105,103,0
1,N,26,106,104,0
1,N,26,107,105,0
1,N,26,108,106,0
1,N,26,109,107,0
1,N,26,110,108,0
1,N,26,111,109,0
1,N,26,112,110,0
1,N,26,113,111,0
1,N,26,114,112,0
1,N,26,115,113,0
1,N,26,116,114,0
1,N,26,117,115,0
1,N,26,118,116,0
1,N,26,119,117,0
1,N,26,120,118,0
1,N,26,121,119,0
1,N,26,122,120,0
1,N,26,123,121,0
1,N,26,124,122,0
1,N,26,125,123,0
1,N,26,126,124,0
1,N,26,127,125,0
1,N,26,128,126,0
1,N,26,129,127,0
1,N,27,1,-1,0
1,N,27,2,0,0
1,N,27,3,1,0
1,N,27,4,2,0
1,N,27,5,3,0
1,N,27,6,4,0
1,N,27,7,5,0
1,N,27,8,6,0
1,N,27,9,7,0
1,N,27,10,8,0
1,N,27,11,9,0
1,N,27,12,10,0
1,N,27,13,11,0
1,N,27,14,12,0
1,N,27,15,13,0
1,N,27,16,14,0
1,N,27,17,15,0
1,N,27,18,16,0
1,N,27,19,17,0
1,N,27,20,18,0
1,N,27,21,19,0
1,N,27,22,20,0
1,N,27,23,21,0
1,N,27,24,22,0
1,N,27,25,23,0
1,N,27,26,24,0
1,N,27,27,25,0
1,N,27,28,26,0
1,N,27,29,27,0
1,N,27,30,28,0
1,N,27,31,29,0
1,N,27,32,30,0
1,N,27,33,31,0
1,N,27,34,32,0
1,N,27,35,33,0
1,N,27,36,34,0
1,N,27,37,35,0
1,N,27,38,36,0
1,N,27,39,37,0
1,N,27,40,38,0
1,N,27,41,39,0
1,N,27,42,40,0
1,N,27,43,41,0
1,N,27,44,42,0
1,N,27,45,43,0
1,N,27,46,44,0
1,N,27,47,45,0
1,N,27,48,46,0
1,N,27,49,47,0
1,N,27,50,48,0
1,N,27,51,49,0
1,N,27,52,50,0
1,N,27,53,51,0
1,N,27,54,52,0
1,N,27,55,53,0
1,N,27,56,54,0
1,N,27,57,55,0
1,N,27,58,56,0
1,N,27,59,57,0
1,N,27,60,58,0
1,N,27,61,59,0
1,N,27,62,60,0
1,N,27,63,61,0
1,N,27,64,62,0
1,N,27,65,63,0
1,N,27,66,64,0
1,N,27,67,65,0
1,N,27,68,66,0
1,N,27,69,67,0
1,N,27,70,68,0
1,N,27,71,69,0
1,N,27,72,70,0
1,N,27,73,71,1
1,N,27,74,72,1
1,N,27,75,73,0
1,N,27,76,74,0
1,N,27,77,75,0
1,N,27,78,76,0
1,N,27,79,77,0
1,N,27,80,78,0
1,N,27,81,79,1
1,N,27,82,80,0
1,N,27,83,81,1
1,N,27,84,82,0
1,N,27,85,83,0
1,N,27,86,84,0
1,N,27,87,85,0
1,N,27,88,86,0
1,N,27,89,87,0
1,N,27,90,88,0
1,N,27,91,89,0
1,N,27,92,90,0
1,N,27,93,91,0
1,N,27,94,92,0
1,N,27,95,93,0
1,N,27,96,94,0
1,N,27,97,95,0
1,N,27,98,96,0
1,N,27,99,97,0
1,N,27,100,98,0
1,N,27,101,99,0
1,N,27,102,100,0
1,N,27,103,101,0
1,N,27,104,102,0
1,N,27,105,103,0
1,N,27,106,104,0
1,N,27,107,105,0
1,N,27,108,106,0
1,N,27,109,107,0
1,N,27,110,108,0
1,N,27,111,109,0
1,N,27,112,110,0
1,N,27,113,111,0
1,N,27,114,112,0
1,N,27,115,113,0
1,N,27,116,114,0
1,N,27,117,115,0
1,N,27,118,116,0
1,N,27,119,117,0
1,N,27,120,118,0
1,N,27,121,119,0
1,N,27,122,120,0
1,N,27,123,121,0
1,N,27,124,122,0
1,N,27,125,123,0
1,N,27,126,124,0
1,N,27,127,125,0
1,N,27,128,126,0
1,N,27,129,127,0
1,N,28,1,-1,1
1,N,28,2,0,0
1,N,28,3,1,0
1,N,28,4,2,0
1,N,28,5,3,0
1,N,28,6,4,0
1,N,28,7,5,0
1,N,28,8,6,0
1,N,28,9,7,0
1,N,28,10,8,0
1,N,28,11,9,0
1,N,28,12,10,0
1,N,28,13,11,0
1,N,28,14,12,0
1,N,28,15,13,0
1,N,28,16,14,0
1,N,28,17,15,0
1,N,28,18,16,0
1,N,28,19,17,0
1,N,28,20,18,0
1,N,28,21,19,0
1,N,28,22,20,0
1,N,28,23,21,0
1,N,28,24,22,0
1,N,28,25,23,0
1,N,28,26,24,0
1,N,28,27,25,0
1,N,28,28,26,0
1,N,28,29,27,0
1,N,28,30,28,0
1,N,28,31,29,0
1,N,28,32,30,0
1,N,28,33,31,0
1,N,28,34,32,0
1,N,28,35,33,0
1,N,28,36,34,0
1,N,28,37,35,0
1,N,28,38,36,0
1,N,28,39,37,0
1,N,28,40,38,0
1,N,28,41,39,0
1,N,28,42,40,0
1,N,28,43,41,0
1,N,28,44,42,0
1,N,28,45,43,0
1,N,28,46,44,0
1,N,28,47,45,0
1,N,28,48,46,0
1,N,28,49,47,0
1,N,28,50,48,0
1,N,28,51,49,0
1,N,28,52,50,0
1,N,28,53,51,0
1,N,28,54,52,0
1,N,28,55,53,0
1,N,28,56,54,0
1,N,28,57,55,0
1,N,28,58,56,0
1,N,28,59,57,0
1,N,28,60,58,0
1,N,28,61,59,0
1,N,28,62,60,0
1,N,28,63,61,0
1,N,28,64,62,0
1,N,28,65,63,0
1,N,28,66,64,0
1,N,28,67,65,0
1,N,28,68,66,0
1,N,28,69,67,0
1,N,28,70,68,0
1,N,28,71,69,0
1,N,28,72,70,0
1,N,28,73,71,0
1,N,28,74,72,1
1,N,28,75,73,0
1,N,28,76,74,1
1,N,28,77,75,0
1,N,28,78,76,0
1,N,28,79,77,1
1,N,28,80,78,0
1,N,28,81,79,0
1,N,28,82,80,0
1,N,28,83,81,0
1,N,28,84,82,0
1,N,28,85,83,0
1,N,28,86,84,0
1,N,28,87,85,0
1,N,28,88,86,0
1,N,28,89,87,0
1,N,28,90,88,0
1,N,28,91,89,0
1,N,28,92,90,0
1,N,28,93,91,0
1,N,28,94,92,0
1,N,28,95,93,0
1,N,28,96,94,0
1,N,28,97,95,0
1,N,28,98,96,0
1,N,28,99,97,0
1,N,28,100,98,0
1,N,28,101,99,0
1,N,28,102,100,0
1,N,28,103,101,0
1,N,28,104,102,0
1,N,28,105,103,0
1,N,28,106,104,0
1,N,28,107,105,0
1,N,28,108,106,0
1,N,28,109,107,0
1,N,28,110,108,0
1,N,28,111,109,0
