0,IPS,14,1,liz_rhap10.mid,0
1,N,32,85,83,0
1,N,32,86,84,0
1,N,32,87,85,0
1,N,32,88,86,0
1,N,32,89,87,0
1,N,32,90,88,0
1,N,32,91,89,0
1,N,32,92,90,0
1,N,32,93,91,0
1,N,32,94,92,0
1,N,32,95,93,0
1,N,32,96,94,0
1,N,32,97,95,0
1,N,32,98,96,0
1,N,32,99,97,0
1,N,32,100,98,0
1,N,32,101,99,0
1,N,32,102,100,0
1,N,32,103,101,0
1,N,32,104,102,0
1,N,32,105,103,0
1,N,32,106,104,0
1,N,32,107,105,0
1,N,32,108,106,0
1,N,32,109,107,0
1,N,32,110,108,0
1,N,32,111,109,0
1,N,32,112,110,0
1,N,32,113,111,0
1,N,32,114,112,0
1,N,32,115,113,0
1,N,32,116,114,0
1,N,32,117,115,0
1,N,32,118,116,0
1,N,32,119,117,0
1,N,32,120,118,0
1,N,32,121,119,0
1,N,32,122,120,0
1,N,32,123,121,0
1,N,32,124,122,0
1,N,32,125,123,0
1,N,32,126,124,0
1,N,32,127,125,0
1,N,32,128,126,0
1,N,32,129,127,0
1,N,33,1,-1,1
1,N,33,2,0,0
1,N,33,3,1,0
1,N,33,4,2,0
1,N,33,5,3,0
1,N,33,6,4,0
1,N,33,7,5,0
1,N,33,8,6,0
1,N,33,9,7,0
1,N,33,10,8,0
1,N,33,11,9,0
1,N,33,12,10,0
1,N,33,13,11,0
1,N,33,14,12,0
1,N,33,15,13,0
1,N,33,16,14,0
1,N,33,17,15,0
1,N,33,18,16,0
1,N,33,19,17,0
1,N,33,20,18,0
1,N,33,21,19,0
1,N,33,22,20,0
1,N,33,23,21,0
1,N,33,24,22,0
1,N,33,25,23,0
1,N,33,26,24,0
1,N,33,27,25,0
1,N,33,28,26,0
1,N,33,29,27,0
1,N,33,30,28,0
1,N,33,31,29,0
1,N,33,32,30,0
1,N,33,33,31,0
1,N,33,34,32,0
1,N,33,35,33,0
1,N,33,36,34,0
1,N,33,37,35,0
1,N,33,38,36,0
1,N,33,39,37,0
1,N,33,40,38,0
1,N,33,41,39,0
1,N,33,42,40,0
1,N,33,43,41,0
1,N,33,44,42,0
1,N,33,45,43,0
1,N,33,46,44,0
1,N,33,47,45,0
1,N,33,48,46,0
1,N,33,49,47,0
1,N,33,50,48,0
1,N,33,51,49,0
1,N,33,52,50,0
1,N,33,53,51,0
1,N,33,54,52,0
1,N,33,55,53,0
1,N,33,56,54,0
1,N,33,57,55,0
1,N,33,58,56,0
1,N,33,59,57,0
1,N,33,60,58,0
1,N,33,61,59,0
1,N,33,62,60,0
1,N,33,63,61,0
1,N,33,64,62,0
1,N,33,65,63,0
1,N,33,66,64,0
1,N,33,67,65,0
1,N,33,68,66,0
1,N,33,69,67,0
1,N,33,70,68,0
1,N,33,71,69,0
1,N,33,72,70,0
1,N,33,73,71,0
1,N,33,74,72,0
1,N,33,75,73,0
1,N,33,76,74,0
1,N,33,77,75,0
1,N,33,78,76,0
1,N,33,79,77,0
1,N,33,80,78,0
1,N,33,81,79,0
1,N,33,82,80,0
1,N,33,83,81,0
1,N,33,84,82,0
1,N,33,85,83,0
1,N,33,86,84,0
1,N,33,87,85,0
1,N,33,88,86,0
1,N,33,89,87,0
1,N,33,90,88,0
1,N,33,91,89,0
1,N,33,92,90,0
1,N,33,93,91,0
1,N,33,94,92,0
1,N,33,95,93,0
1,N,33,96,94,0
1,N,33,97,95,0
1,N,33,98,96,0
1,N,33,99,97,0
1,N,33,100,98,0
1,N,33,101,99,0
1,N,33,102,100,0
1,N,33,103,101,0
1,N,33,104,102,0
1,N,33,105,103,0
1,N,33,106,104,0
1,N,33,107,105,0
1,N,33,108,106,0
1,N,33,109,107,0
1,N,33,110,108,0
1,N,33,111,109,0
1,N,33,112,110,0
1,N,33,113,111,0
1,N,33,114,112,0
1,N,33,115,113,0
1,N,33,116,114,0
1,N,33,117,115,0
1,N,33,118,116,0
1,N,33,119,117,0
1,N,33,120,118,0
1,N,33,121,119,0
1,N,33,122,120,0
1,N,33,123,121,0
1,N,33,124,122,0
1,N,33,125,123,0
1,N,33,126,124,0
1,N,33,127,125,0
1,N,33,128,126,0
1,N,33,129,127,0
1,T,1,1,0.125,1
1,T,1,2,0.25,1
1,T,1,3,0.375,0
1,T,1,4,0.5,1
1,T,1,5,0.625,0
1,T,1,6,0.75,1
1,T,1,7,0.875,1
1,T,1,8,1.0,0
1,T,1,9,1.125,0
1,T,1,10,1.25,0
1,T,1,11,1.375,0
1,T,1,12,1.5,1
1,T,1,13,1.625,0
1,T,1,14,1.75,1
1,T,1,15,1.875,0
1,T,1,16,2.0,1
1,T,1,17,2.125,0
1,T,1,18,2.25,1
1,T,1,19,2.375,0
1,T,1,20,2.5,0
1,T,1,21,2.625,0
1,T,1,22,2.75,0
1,T,1,23,2.875,0
1,T,1,24,3.0,1
1,T,1,25,3.125,0
1,T,1,26,3.25,0
1,T,1,27,3.375,0
1,T,1,28,3.5,0
1,T,1,29,3.625,0
1,T,1,30,3.75,1
1,T,1,31,3.875,1
1,T,1,32,4.0,0
1,T,1,33,4.125,0
1,T,1,34,4.25,0
1,T,1,35,4.375,0
1,T,1,36,4.5,0
1,T,1,37,4.625,0
1,T,1,38,4.75,0
1,T,1,39,4.875,0
1,T,1,40,5.0,0
1,T,1,41,5.125,0
1,T,1,42,5.25,0
1,T,1,43,5.375,0
1,T,1,44,5.5,0
1,T,1,45,5.625,1
1,T,1,46,5.75,0
1,T,1,47,5.875,0
1,T,1,48,6.0,0
1,T,1,49,6.125,0
1,T,1,50,6.25,0
1,T,1,51,6.375,0
1,T,1,52,6.5,1
1,T,1,53,6.625,0
1,T,1,54,6.75,0
1,T,1,55,6.875,0
1,T,1,56,7.0,0
1,T,1,57,7.125,0
1,T,1,58,7.25,0
1,T,1,59,7.375,0
1,T,1,60,7.5,0
1,T,1,61,7.625,0
1,T,1,62,7.75,0
1,T,1,63,7.875,0
1,T,1,64,8.0,0
1,T,2,1,0.125,1
1,T,2,2,0.25,1
1,T,2,3,0.375,1
1,T,2,4,0.5,1
1,T,2,5,0.625,0
1,T,2,6,0.75,1
1,T,2,7,0.875,1
1,T,2,8,1.0,0
1,T,2,9,1.125,0
1,T,2,10,1.25,0
1,T,2,11,1.375,0
1,T,2,12,1.5,1
1,T,2,13,1.625,0
1,T,2,14,1.75,0
1,T,2,15,1.875,0
1,T,2,16,2.0,0
1,T,2,17,2.125,0
1,T,2,18,2.25,0
1,T,2,19,2.375,0
1,T,2,20,2.5,0
1,T,2,21,2.625,0
1,T,2,22,2.75,0
1,T,2,23,2.875,0
1,T,2,24,3.0,0
1,T,2,25,3.125,0
1,T,2,26,3.25,0
1,T,2,27,3.375,0
1,T,2,28,3.5,0
1,T,2,29,3.625,0
1,T,2,30,3.75,0
1,T,2,31,3.875,0
1,T,2,32,4.0,0
1,T,2,33,4.125,0
1,T,2,34,4.25,0
1,T,2,35,4.375,0
1,T,2,36,4.5,0
1,T,2,37,4.625,0
1,T,2,38,4.75,0
1,T,2,39,4.875,0
1,T,2,40,5.0,0
1,T,2,41,5.125,0
1,T,2,42,5.25,0
1,T,2,43,5.375,0
1,T,2,44,5.5,0
1,T,2,45,5.625,0
1,T,2,46,5.75,0
1,T,2,47,5.875,0
1,T,2,48,6.0,0
1,T,2,49,6.125,0
1,T,2,50,6.25,0
1,T,2,51,6.375,0
1,T,2,52,6.5,0
1,T,2,53,6.625,0
1,T,2,54,6.75,0
1,T,2,55,6.875,0
1,T,2,56,7.0,0
1,T,2,57,7.125,0
1,T,2,58,7.25,0
1,T,2,59,7.375,0
1,T,2,60,7.5,0
1,T,2,61,7.625,0
1,T,2,62,7.75,0
1,T,2,63,7.875,0
1,T,2,64,8.0,0
1,T,3,1,0.125,1
1,T,3,2,0.25,1
1,T,3,3,0.375,0
1,T,3,4,0.5,1
1,T,3,5,0.625,1
1,T,3,6,0.75,0
1,T,3,7,0.875,0
1,T,3,8,1.0,0
1,T,3,9,1.125,0
1,T,3,10,1.25,1
1,T,3,11,1.375,1
1,T,3,12,1.5,1
1,T,3,13,1.625,0
1,T,3,14,1.75,1
1,T,3,15,1.875,0
1,T,3,16,2.0,0
1,T,3,17,2.125,0
1,T,3,18,2.25,0
1,T,3,19,2.375,0
1,T,3,20,2.5,0
1,T,3,21,2.625,0
1,T,3,22,2.75,0
1,T,3,23,2.875,0
1,T,3,24,3.0,0
1,T,3,25,3.125,0
1,T,3,26,3.25,0
1,T,3,27,3.375,0
1,T,3,28,3.5,0
1,T,3,29,3.625,0
1,T,3,30,3.75,0
1,T,3,31,3.875,1
1,T,3,32,4.0,0
1,T,3,33,4.125,0
1,T,3,34,4.25,0
1,T,3,35,4.375,0
1,T,3,36,4.5,0
1,T,3,37,4.625,0
1,T,3,38,4.75,0
1,T,3,39,4.875,0
1,T,3,40,5.0,0
1,T,3,41,5.125,0
1,T,3,42,5.25,0
1,T,3,43,5.375,0
1,T,3,44,5.5,0
1,T,3,45,5.625,0
1,T,3,46,5.75,0
1,T,3,47,5.875,0
1,T,3,48,6.0,0
1,T,3,49,6.125,0
1,T,3,50,6.25,0
1,T,3,51,6.375,0
1,T,3,52,6.5,0
1,T,3,53,6.625,0
1,T,3,54,6.75,0
1,T,3,55,6.875,0
1,T,3,56,7.0,0
1,T,3,57,7.125,0
1,T,3,58,7.25,0
1,T,3,59,7.375,0
1,T,3,60,7.5,0
1,T,3,61,7.625,0
1,T,3,62,7.75,0
1,T,3,63,7.875,0
1,T,3,64,8.0,0
1,T,4,1,0.125,1
1,T,4,2,0.25,1
1,T,4,3,0.375,1
1,T,4,4,0.5,1
1,T,4,5,0.625,0
1,T,4,6,0.75,0
1,T,4,7,0.875,0
1,T,4,8,1.0,0
1,T,4,9,1.125,0
1,T,4,10,1.25,0
1,T,4,11,1.375,0
1,T,4,12,1.5,1
1,T,4,13,1.625,0
1,T,4,14,1.75,0
1,T,4,15,1.875,0
1,T,4,16,2.0,0
1,T,4,17,2.125,0
1,T,4,18,2.25,0
1,T,4,19,2.375,0
1,T,4,20,2.5,0
1,T,4,21,2.625,0
1,T,4,22,2.75,0
1,T,4,23,2.875,0
1,T,4,24,3.0,0
1,T,4,25,3.125,0
1,T,4,26,3.25,0
1,T,4,27,3.375,0
1,T,4,28,3.5,0
1,T,4,29,3.625,0
1,T,4,30,3.75,0
1,T,4,31,3.875,0
1,T,4,32,4.0,0
1,T,4,33,4.125,0
1,T,4,34,4.25,0
1,T,4,35,4.375,0
1,T,4,36,4.5,0
1,T,4,37,4.625,0
1,T,4,38,4.75,0
1,T,4,39,4.875,0
1,T,4,40,5.0,0
1,T,4,41,5.125,0
1,T,4,42,5.25,0
1,T,4,43,5.375,0
1,T,4,44,5.5,0
1,T,4,45,5.625,0
1,T,4,46,5.75,0
1,T,4,47,5.875,0
1,T,4,48,6.0,0
1,T,4,49,6.125,0
1,T,4,50,6.25,0
1,T,4,51,6.375,0
1,T,4,52,6.5,0
1,T,4,53,6.625,0
1,T,4,54,6.75,0
1,T,4,55,6.875,0
1,T,4,56,7.0,0
1,T,4,57,7.125,0
1,T,4,58,7.25,0
1,T,4,59,7.375,0
1,T,4,60,7.5,0
1,T,4,61,7.625,0
1,T,4,62,7.75,0
1,T,4,63,7.875,0
1,T,4,64,8.0,0
1,T,5,1,0.125,1
1,T,5,2,0.25,1
1,T,5,3,0.375,1
1,T,5,4,0.5,1
1,T,5,5,0.625,0
1,T,5,6,0.75,0
1,T,5,7,0.875,0
1,T,5,8,1.0,0
1,T,5,9,1.125,0
1,T,5,10,1.25,0
1,T,5,11,1.375,1
1,T,5,12,1.5,0
1,T,5,13,1.625,0
1,T,5,14,1.75,0
1,T,5,15,1.875,0
1,T,5,16,2.0,0
1,T,5,17,2.125,0
1,T,5,18,2.25,0
1,T,5,19,2.375,0
1,T,5,20,2.5,0
1,T,5,21,2.625,0
1,T,5,22,2.75,0
1,T,5,23,2.875,0
1,T,5,24,3.0,0
1,T,5,25,3.125,0
1,T,5,26,3.25,0
1,T,5,27,3.375,0
1,T,5,28,3.5,0
1,T,5,29,3.625,0
1,T,5,30,3.75,0
1,T,5,31,3.875,1
1,T,5,32,4.0,0
1,T,5,33,4.125,0
1,T,5,34,4.25,0
1,T,5,35,4.375,0
1,T,5,36,4.5,0
1,T,5,37,4.625,0
1,T,5,38,4.75,0
1,T,5,39,4.875,0
1,T,5,40,5.0,0
1,T,5,41,5.125,0
1,T,5,42,5.25,0
1,T,5,43,5.375,0
1,T,5,44,5.5,0
1,T,5,45,5.625,0
1,T,5,46,5.75,0
1,T,5,47,5.875,0
1,T,5,48,6.0,0
1,T,5,49,6.125,0
1,T,5,50,6.25,0
1,T,5,51,6.375,0
1,T,5,52,6.5,0
1,T,5,53,6.625,0
1,T,5,54,6.75,0
1,T,5,55,6.875,0
1,T,5,56,7.0,0
1,T,5,57,7.125,0
1,T,5,58,7.25,0
1,T,5,59,7.375,0
1,T,5,60,7.5,0
1,T,5,61,7.625,0
1,T,5,62,7.75,0
1,T,5,63,7.875,0
1,T,5,64,8.0,0
1,T,6,1,0.125,1
1,T,6,2,0.25,1
1,T,6,3,0.375,1
1,T,6,4,0.5,1
1,T,6,5,0.625,0
1,T,6,6,0.75,1
1,T,6,7,0.875,0
1,T,6,8,1.0,1
1,T,6,9,1.125,0
1,T,6,10,1.25,0
1,T,6,11,1.375,0
1,T,6,12,1.5,0
1,T,6,13,1.625,0
1,T,6,14,1.75,0
1,T,6,15,1.875,0
1,T,6,16,2.0,0
1,T,6,17,2.125,0
1,T,6,18,2.25,0
1,T,6,19,2.375,0
1,T,6,20,2.5,0
1,T,6,21,2.625,0
1,T,6,22,2.75,0
1,T,6,23,2.875,0
1,T,6,24,3.0,0
1,T,6,25,3.125,0
1,T,6,26,3.25,0
1,T,6,27,3.375,0
1,T,6,28,3.5,0
1,T,6,29,3.625,0
1,T,6,30,3.75,0
1,T,6,31,3.875,0
1,T,6,32,4.0,0
1,T,6,33,4.125,0
1,T,6,34,4.25,0
1,T,6,35,4.375,0
1,T,6,36,4.5,0
1,T,6,37,4.625,0
1,T,6,38,4.75,0
1,T,6,39,4.875,0
1,T,6,40,5.0,0
1,T,6,41,5.125,0
1,T,6,42,5.25,0
1,T,6,43,5.375,0
1,T,6,44,5.5,0
1,T,6,45,5.625,0
1,T,6,46,5.75,0
1,T,6,47,5.875,0
1,T,6,48,6.0,0
1,T,6,49,6.125,0
1,T,6,50,6.25,0
1,T,6,51,6.375,0
1,T,6,52,6.5,0
1,T,6,53,6.625,0
1,T,6,54,6.75,0
1,T,6,55,6.875,0
1,T,6,56,7.0,0
1,T,6,57,7.125,0
1,T,6,58,7.25,0
1,T,6,59,7.375,0
1,T,6,60,7.5,0
1,T,6,61,7.625,0
1,T,6,62,7.75,0
1,T,6,63,7.875,0
1,T,6,64,8.0,0
1,T,7,1,0.125,1
1,T,7,2,0.25,1
1,T,7,3,0.375,1
1,T,7,4,0.5,1
1,T,7,5,0.625,0
1,T,7,6,0.75,0
1,T,7,7,0.875,1
1,T,7,8,1.0,1
1,T,7,9,1.125,0
1,T,7,10,1.25,0
1,T,7,11,1.375,0
1,T,7,12,1.5,0
1,T,7,13,1.625,1
1,T,7,14,1.75,0
1,T,7,15,1.875,0
1,T,7,16,2.0,0
1,T,7,17,2.125,0
1,T,7,18,2.25,0
1,T,7,19,2.375,0
1,T,7,20,2.5,0
1,T,7,21,2.625,0
1,T,7,22,2.75,0
1,T,7,23,2.875,0
1,T,7,24,3.0,0
1,T,7,25,3.125,0
1,T,7,26,3.25,0
1,T,7,27,3.375,0
1,T,7,28,3.5,0
1,T,7,29,3.625,0
1,T,7,30,3.75,0
1,T,7,31,3.875,0
1,T,7,32,4.0,0
1,T,7,33,4.125,0
1,T,7,34,4.25,0
1,T,7,35,4.375,0
1,T,7,36,4.5,0
1,T,7,37,4.625,0
1,T,7,38,4.75,0
1,T,7,39,4.875,0
1,T,7,40,5.0,0
1,T,7,41,5.125,0
1,T,7,42,5.25,0
1,T,7,43,5.375,0
1,T,7,44,5.5,0
1,T,7,45,5.625,0
1,T,7,46,5.75,0
1,T,7,47,5.875,0
1,T,7,48,6.0,0
1,T,7,49,6.125,0
1,T,7,50,6.25,0
1,T,7,51,6.375,0
1,T,7,52,6.5,0
1,T,7,53,6.625,0
1,T,7,54,6.75,0
1,T,7,55,6.875,0
1,T,7,56,7.0,0
1,T,7,57,7.125,0
1,T,7,58,7.25,0
1,T,7,59,7.375,0
1,T,7,60,7.5,0
1,T,7,61,7.625,0
1,T,7,62,7.75,0
1,T,7,63,7.875,0
1,T,7,64,8.0,0
1,T,8,1,0.125,1
1,T,8,2,0.25,1
1,T,8,3,0.375,1
1,T,8,4,0.5,1
1,T,8,5,0.625,0
1,T,8,6,0.75,1
1,T,8,7,0.875,1
1,T,8,8,1.0,1
1,T,8,9,1.125,0
1,T,8,10,1.25,0
1,T,8,11,1.375,0
1,T,8,12,1.5,0
1,T,8,13,1.625,0
1,T,8,14,1.75,0
1,T,8,15,1.875,0
1,T,8,16,2.0,0
1,T,8,17,2.125,0
1,T,8,18,2.25,0
1,T,8,19,2.375,0
1,T,8,20,2.5,0
1,T,8,21,2.625,0
1,T,8,22,2.75,0
1,T,8,23,2.875,0
1,T,8,24,3.0,0
1,T,8,25,3.125,0
1,T,8,26,3.25,0
1,T,8,27,3.375,0
1,T,8,28,3.5,0
1,T,8,29,3.625,0
1,T,8,30,3.75,0
1,T,8,31,3.875,0
1,T,8,32,4.0,0
1,T,8,33,4.125,0
1,T,8,34,4.25,0
1,T,8,35,4.375,0
1,T,8,36,4.5,0
1,T,8,37,4.625,0
1,T,8,38,4.75,0
1,T,8,39,4.875,0
1,T,8,40,5.0,0
1,T,8,41,5.125,0
1,T,8,42,5.25,0
1,T,8,43,5.375,0
1,T,8,44,5.5,0
1,T,8,45,5.625,0
1,T,8,46,5.75,0
1,T,8,47,5.875,0
1,T,8,48,6.0,0
1,T,8,49,6.125,0
1,T,8,50,6.25,0
1,T,8,51,6.375,0
1,T,8,52,6.5,0
1,T,8,53,6.625,0
1,T,8,54,6.75,0
1,T,8,55,6.875,0
1,T,8,56,7.0,0
1,T,8,57,7.125,0
1,T,8,58,7.25,0
1,T,8,59,7.375,0
1,T,8,60,7.5,0
1,T,8,61,7.625,0
1,T,8,62,7.75,0
1,T,8,63,7.875,0
1,T,8,64,8.0,0
1,T,9,1,0.125,1
1,T,9,2,0.25,1
1,T,9,3,0.375,1
1,T,9,4,0.5,1
1,T,9,5,0.625,0
1,T,9,6,0.75,0
1,T,9,7,0.875,1
1,T,9,8,1.0,1
1,T,9,9,1.125,0
1,T,9,10,1.25,0
1,T,9,11,1.375,0
1,T,9,12,1.5,0
1,T,9,13,1.625,0
1,T,9,14,1.75,0
1,T,9,15,1.875,0
1,T,9,16,2.0,1
1,T,9,17,2.125,0
1,T,9,18,2.25,0
1,T,9,19,2.375,0
1,T,9,20,2.5,0
1,T,9,21,2.625,0
1,T,9,22,2.75,0
1,T,9,23,2.875,0
1,T,9,24,3.0,0
1,T,9,25,3.125,0
1,T,9,26,3.25,0
1,T,9,27,3.375,0
1,T,9,28,3.5,0
1,T,9,29,3.625,0
1,T,9,30,3.75,0
1,T,9,31,3.875,0
1,T,9,32,4.0,0
1,T,9,33,4.125,0
1,T,9,34,4.25,0
1,T,9,35,4.375,0
1,T,9,36,4.5,0
1,T,9,37,4.625,0
1,T,9,38,4.75,0
1,T,9,39,4.875,0
1,T,9,40,5.0,0
1,T,9,41,5.125,0
1,T,9,42,5.25,0
1,T,9,43,5.375,0
1,T,9,44,5.5,0
1,T,9,45,5.625,0
1,T,9,46,5.75,0
1,T,9,47,5.875,0
1,T,9,48,6.0,0
1,T,9,49,6.125,0
1,T,9,50,6.25,0
1,T,9,51,6.375,0
1,T,9,52,6.5,0
1,T,9,53,6.625,0
1,T,9,54,6.75,0
1,T,9,55,6.875,0
1,T,9,56,7.0,0
1,T,9,57,7.125,0
1,T,9,58,7.25,0
1,T,9,59,7.375,0
1,T,9,60,7.5,0
1,T,9,61,7.625,0
1,T,9,62,7.75,0
1,T,9,63,7.875,0
1,T,9,64,8.0,0
1,T,10,1,0.125,1
1,T,10,2,0.25,1
1,T,10,3,0.375,1
1,T,10,4,0.5,1
1,T,10,5,0.625,1
1,T,10,6,0.75,0
1,T,10,7,0.875,0
1,T,10,8,1.0,0
1,T,10,9,1.125,0
1,T,10,10,1.25,0
1,T,10,11,1.375,0
1,T,10,12,1.5,0
1,T,10,13,1.625,0
1,T,10,14,1.75,0
1,T,10,15,1.875,0
1,T,10,16,2.0,0
1,T,10,17,2.125,0
1,T,10,18,2.25,0
1,T,10,19,2.375,0
1,T,10,20,2.5,0
1,T,10,21,2.625,0
1,T,10,22,2.75,0
1,T,10,23,2.875,0
1,T,10,24,3.0,0
1,T,10,25,3.125,0
1,T,10,26,3.25,0
1,T,10,27,3.375,0
1,T,10,28,3.5,0
1,T,10,29,3.625,0
1,T,10,30,3.75,0
1,T,10,31,3.875,0
1,T,10,32,4.0,0
1,T,10,33,4.125,0
1,T,10,34,4.25,0
1,T,10,35,4.375,0
1,T,10,36,4.5,0
1,T,10,37,4.625,0
1,T,10,38,4.75,0
1,T,10,39,4.875,0
1,T,10,40,5.0,0
1,T,10,41,5.125,0
1,T,10,42,5.25,0
1,T,10,43,5.375,0
1,T,10,44,5.5,0
1,T,10,45,5.625,0
1,T,10,46,5.75,0
1,T,10,47,5.875,0
1,T,10,48,6.0,0
1,T,10,49,6.125,0
1,T,10,50,6.25,0
1,T,10,51,6.375,0
1,T,10,52,6.5,0
1,T,10,53,6.625,0
1,T,10,54,6.75,0
1,T,10,55,6.875,0
1,T,10,56,7.0,0
1,T,10,57,7.125,0
1,T,10,58,7.25,0
1,T,10,59,7.375,0
1,T,10,60,7.5,0
1,T,10,61,7.625,0
1,T,10,62,7.75,0
1,T,10,63,7.875,0
1,T,10,64,8.0,0
1,T,11,1,0.125,1
1,T,11,2,0.25,1
1,T,11,3,0.375,1
1,T,11,4,0.5,1
1,T,11,5,0.625,1
1,T,11,6,0.75,0
1,T,11,7,0.875,0
1,T,11,8,1.0,0
1,T,11,9,1.125,0
1,T,11,10,1.25,0
1,T,11,11,1.375,0
1,T,11,12,1.5,1
1,T,11,13,1.625,0
1,T,11,14,1.75,0
1,T,11,15,1.875,0
1,T,11,16,2.0,0
1,T,11,17,2.125,0
1,T,11,18,2.25,0
1,T,11,19,2.375,0
1,T,11,20,2.5,0
1,T,11,21,2.625,0
1,T,11,22,2.75,0
1,T,11,23,2.875,0
1,T,11,24,3.0,0
1,T,11,25,3.125,0
1,T,11,26,3.25,0
1,T,11,27,3.375,0
1,T,11,28,3.5,0
1,T,11,29,3.625,0
1,T,11,30,3.75,0
1,T,11,31,3.875,0
1,T,11,32,4.0,0
1,T,11,33,4.125,0
1,T,11,34,4.25,0
1,T,11,35,4.375,0
1,T,11,36,4.5,0
1,T,11,37,4.625,0
1,T,11,38,4.75,0
1,T,11,39,4.875,0
1,T,11,40,5.0,0
1,T,11,41,5.125,0
1,T,11,42,5.25,0
1,T,11,43,5.375,0
1,T,11,44,5.5,0
1,T,11,45,5.625,0
1,T,11,46,5.75,0
1,T,11,47,5.875,0
1,T,11,48,6.0,0
1,T,11,49,6.125,0
1,T,11,50,6.25,0
1,T,11,51,6.375,0
1,T,11,52,6.5,0
1,T,11,53,6.625,0
1,T,11,54,6.75,0
1,T,11,55,6.875,0
1,T,11,56,7.0,0
1,T,11,57,7.125,0
1,T,11,58,7.25,0
1,T,11,59,7.375,0
1,T,11,60,7.5,0
1,T,11,61,7.625,0
1,T,11,62,7.75,0
1,T,11,63,7.875,0
1,T,11,64,8.0,0
1,T,12,1,0.125,1
1,T,12,2,0.25,1
1,T,12,3,0.375,1
1,T,12,4,0.5,1
1,T,12,5,0.625,0
1,T,12,6,0.75,0
1,T,12,7,0.875,0
1,T,12,8,1.0,0
1,T,12,9,1.125,0
1,T,12,10,1.25,0
1,T,12,11,1.375,0
1,T,12,12,1.5,0
1,T,12,13,1.625,1
1,T,12,14,1.75,0
1,T,12,15,1.875,0
1,T,12,16,2.0,1
1,T,12,17,2.125,0
1,T,12,18,2.25,0
1,T,12,19,2.375,0
1,T,12,20,2.5,0
1,T,12,21,2.625,0
1,T,12,22,2.75,0
1,T,12,23,2.875,0
1,T,12,24,3.0,0
1,T,12,25,3.125,0
1,T,12,26,3.25,0
1,T,12,27,3.375,0
1,T,12,28,3.5,0
1,T,12,29,3.625,0
1,T,12,30,3.75,0
1,T,12,31,3.875,0
1,T,12,32,4.0,0
1,T,12,33,4.125,0
1,T,12,34,4.25,0
1,T,12,35,4.375,0
1,T,12,36,4.5,0
1,T,12,37,4.625,0
1,T,12,38,4.75,0
1,T,12,39,4.875,0
1,T,12,40,5.0,0
1,T,12,41,5.125,0
1,T,12,42,5.25,0
1,T,12,43,5.375,0
1,T,12,44,5.5,0
1,T,12,45,5.625,0
1,T,12,46,5.75,0
1,T,12,47,5.875,0
1,T,12,48,6.0,0
1,T,12,49,6.125,0
1,T,12,50,6.25,0
1,T,12,51,6.375,0
1,T,12,52,6.5,0
1,T,12,53,6.625,0
1,T,12,54,6.75,0
1,T,12,55,6.875,0
1,T,12,56,7.0,0
1,T,12,57,7.125,0
1,T,12,58,7.25,0
1,T,12,59,7.375,0
1,T,12,60,7.5,0
1,T,12,61,7.625,0
1,T,12,62,7.75,0
1,T,12,63,7.875,0
1,T,12,64,8.0,0
1,T,13,1,0.125,1
1,T,13,2,0.25,1
1,T,13,3,0.375,1
1,T,13,4,0.5,1
1,T,13,5,0.625,1
1,T,13,6,0.75,0
1,T,13,7,0.875,0
1,T,13,8,1.0,0
1,T,13,9,1.125,0
1,T,13,10,1.25,0
1,T,13,11,1.375,0
1,T,13,12,1.5,0
1,T,13,13,1.625,0
1,T,13,14,1.75,1
1,T,13,15,1.875,0
1,T,13,16,2.0,0
1,T,13,17,2.125,0
1,T,13,18,2.25,0
1,T,13,19,2.375,0
1,T,13,20,2.5,0
1,T,13,21,2.625,0
1,T,13,22,2.75,0
1,T,13,23,2.875,0
1,T,13,24,3.0,0
1,T,13,25,3.125,0
1,T,13,26,3.25,0
1,T,13,27,3.375,0
1,T,13,28,3.5,0
1,T,13,29,3.625,0
1,T,13,30,3.75,0
1,T,13,31,3.875,0
1,T,13,32,4.0,0
1,T,13,33,4.125,0
1,T,13,34,4.25,0
1,T,13,35,4.375,0
1,T,13,36,4.5,0
1,T,13,37,4.625,0
1,T,13,38,4.75,0
1,T,13,39,4.875,0
1,T,13,40,5.0,0
1,T,13,41,5.125,0
1,T,13,42,5.25,0
1,T,13,43,5.375,0
1,T,13,44,5.5,0
1,T,13,45,5.625,0
1,T,13,46,5.75,0
1,T,13,47,5.875,0
1,T,13,48,6.0,0
1,T,13,49,6.125,0
1,T,13,50,6.25,0
1,T,13,51,6.375,0
1,T,13,52,6.5,0
1,T,13,53,6.625,0
1,T,13,54,6.75,0
1,T,13,55,6.875,0
1,T,13,56,7.0,0
1,T,13,57,7.125,0
1,T,13,58,7.25,0
1,T,13,59,7.375,0
1,T,13,60,7.5,0
1,T,13,61,7.625,0
1,T,13,62,7.75,0
1,T,13,63,7.875,0
1,T,13,64,8.0,0
1,T,14,1,0.125,1
1,T,14,2,0.25,1
1,T,14,3,0.375,1
1,T,14,4,0.5,1
1,T,14,5,0.625,0
1,T,14,6,0.75,0
1,T,14,7,0.875,0
1,T,14,8,1.0,0
1,T,14,9,1.125,1
1,T,14,10,1.25,0
1,T,14,11,1.375,0
1,T,14,12,1.5,0
1,T,14,13,1.625,0
1,T,14,14,1.75,0
1,T,14,15,1.875,0
1,T,14,16,2.0,0
1,T,14,17,2.125,0
